"","name","city","prim","sec","tert","quart","state","stars"
"275","Breakfast Club","Scottsdale","Breakfast & Brunch"," American (Traditional)",NA,NA,"AZ",3.76429809358752
"276","Brennan's","Scottsdale","Mexican",NA,NA,NA,"AZ",2.92307692307692
"277","Brennan's Pub & Grub","Phoenix","Bars"," "," Sports Bars"," Irish, Nightlife","AZ",3.63888888888889
"278","Brevard Court Sundries","Charlotte","American (Traditional)",NA,NA,NA,"NC",3
"279","Brewer's Cafe","Henderson","Arts & Entertainment"," Casinos"," American (Traditional)",NA,"NV",2.97530864197531
"280","Brewery Bar & Grill","Las Vegas","Bars"," American (Traditional)"," Nightlife",NA,"NV",3.14285714285714
"281","Brioni To Go","Scottsdale","Italian"," Pizza",NA,NA,"AZ",3.55555555555556
"282","Bristled Boar Saloon & Grill","Middleton","Bars"," American (Traditional)"," Nightlife",NA,"WI",3.38888888888889
"283","British Open English Pub & Grill","Scottsdale","Dive Bars"," Bars"," British"," Pubs, Nightlife","AZ",3.65909090909091
"284","Brixx Wood Fired Pizza","Charlotte","Pizza",NA,NA,NA,"NC",3.6242774566474
"285","Broadway Brunch","McKees Rocks","Burgers"," Breakfast & Brunch"," Diners",NA,"PA",4.70588235294118
"286","Broadway Pizzeria","Las Vegas","Italian"," Pizza",NA,NA,"NV",4.19526627218935
"287","Brother's Pizza","Glendale","Pizza",NA,NA,NA,"AZ",3.67816091954023
"288","Brown Bag Delis","Pittsburgh","Delis"," "," Event Planning & Services"," Caterers","PA",2.81818181818182
"289","Bruegger's Bagels","Pittsburgh","Food"," Sandwiches"," Bagels"," Breakfast & Brunch","PA",3.25
"290","Brueggers Bagels","Gilbert","Food"," Bagels"," Breakfast & Brunch",NA,"AZ",3.31034482758621
"291","Brunchies","Chandler","Breakfast & Brunch",NA,NA,NA,"AZ",3.24324324324324
"292","Bruno Mali's Cafe & Gift","Phoenix","Bars"," Nightlife",NA,NA,"AZ",4
"293","Bubba's Barbecue","Charlotte","Barbeque",NA,NA,NA,"NC",3.18
"294","Buca di Beppo Italian Restaurant","Pineville",""," Pizza"," Italian",NA,"NC",2.86242299794661
"295","Buck's Pizza","Madison","Pizza",NA,NA,NA,"WI",3.92857142857143
"296","Buffalo Blues","Pittsburgh","Bars"," "," Sports Bars"," Barbeque, Nightlife","PA",2.90566037735849
"297","Buffalo Wild Wings","Gilbert","Bars"," American (Traditional)"," Sports Bars"," Nightlife, Chicken Wings","AZ",3.03925619834711
"298","Buffet @ Asia","Las Vegas","Buffets"," Japanese"," Chinese",NA,"NV",2.86904761904762
"299","Buffet Asia","Las Vegas","Dim Sum"," Sushi Bars"," Japanese"," Chinese","NV",2.97340425531915
"300","Buffet Dynasty","Matthews","Chinese",NA,NA,NA,"NC",3.42857142857143
"301","Bunny's Tavern","Urbana","Dive Bars"," Bars"," American (Traditional)"," Nightlife","IL",3.82142857142857
"302","Buon Giorno Cafe","Pittsburgh",""," Italian",NA,NA,"PA",3.4
"303","Buon Gusto Ristorante","Henderson",""," Pizza"," Gluten-Free"," Italian","NV",4.08085106382979
"304","Buono's Pizza","Mesa","Pizza"," Chicken Wings",NA,NA,"AZ",3.31632653061224
"305","Buraka Restaurant","Madison",""," Ethiopian"," Vegan"," African","WI",3.71641791044776
"306","Burger Factory","Phoenix","Burgers",NA,NA,NA,"AZ",3.63380281690141
"307","Burger King","Pittsburgh","Burgers"," Fast Food",NA,NA,"PA",2.19239904988124
"308","Burger King 4763","Charlotte","Burgers",NA,NA,NA,"NC",1.42857142857143
"309","Burger King Restaurant","Charlotte","Burgers",NA,NA,NA,"NC",2
"310","Burger Mania","Phoenix","Burgers",NA,NA,NA,"AZ",3.7
"311","Burger Shoppe","Phoenix","Burgers",NA,NA,NA,"AZ",3.5625
"312","Burrito Bandito","Phoenix","Mexican",NA,NA,NA,"AZ",3.17391304347826
"313","Burrito Bandito III","Phoenix","Mexican",NA,NA,NA,"AZ",3
"314","Burrito Express","Mesa","Mexican",NA,NA,NA,"AZ",3.1140350877193
"315","Burrito Shack","Mesa","Mexican",NA,NA,NA,"AZ",4.26923076923077
"316","Buster's On the Lake","Scottsdale","Seafood"," American (Traditional)",NA,NA,"AZ",3.45714285714286
"317","Byblos Restaurant","Tempe","Mediterranean"," Greek"," Middle Eastern",NA,"AZ",4.01123595505618
"318","C's Restaurant Bakery and Coffee Shop","Middleton","Bakeries"," Food"," American (Traditional)"," , Donuts","WI",4.08695652173913
"319","C-Fu Gourmet","Chandler","Seafood"," Dim Sum"," Chinese",NA,"AZ",3.28467153284672
"320","Cabo's Bar and Grill","Casa Grande","American (Traditional)",NA,NA,NA,"AZ",4.42857142857143
"321","Cabo Fish Taco","Charlotte","Latin American"," Mexican",NA,NA,"NC",3.69640062597809
"322","Cabo Mexican Restaurant","Henderson","Mexican",NA,NA,NA,"NV",3.47222222222222
"323","Cactus Jack's Bar & Grill","Phoenix","Bars"," American (Traditional)"," Dive Bars"," Nightlife, Karaoke","AZ",3.29411764705882
"324","Café Lalibela","Tempe","Gluten-Free"," Ethiopian"," Vegan",NA,"AZ",4.18275862068965
"325","Cafe Continental","Madison",""," Italian",NA,NA,"WI",3.62962962962963
"326","Cafe De Manuel","Casa Grande","Mexican",NA,NA,NA,"AZ",2.57894736842105
"327","Cafe Du Jour","Pittsburgh","French",NA,NA,NA,"PA",4.51376146788991
"328","Cafe Fifth Ave","Pittsburgh","Cafes",NA,NA,NA,"PA",3.14285714285714
"329","Cafe Heidelberg German Market & Restaurant","Las Vegas","German"," Delis",NA,NA,"NV",3.43589743589744
"330","Cafe Noodle & Chinese Barbeque","Las Vegas","Chinese",NA,NA,NA,"NV",3.30625
"331","Cafe Posada","Gilbert","Mexican",NA,NA,NA,"AZ",2.94736842105263
"332","Cafe Sam","Pittsburgh","American (New)",NA,NA,NA,"PA",3.625
"333","Cafe Sensations","Henderson","Food"," Coffee & Tea"," Sandwiches",NA,"NV",5
"334","Cafe Verdi","Las Vegas",""," Pizza"," Italian",NA,"NV",2.98666666666667
"335","Cafe Zinho","Pittsburgh","Portuguese"," Mediterranean",NA,NA,"PA",4.15789473684211
"336","Caffe Amante","Pittsburgh","Cafes",NA,NA,NA,"PA",3.3
"337","Caffe Paradiso","Urbana","Food"," Coffee & Tea"," Sandwiches",NA,"IL",3.34246575342466
"338","Caffe Portobello","Scottsdale","Burgers"," Seafood",NA,NA,"AZ",3
"339","Cain's Saloon","Pittsburgh","American (New)",NA,NA,NA,"PA",3.35802469135802
"340","Cajun Queen","Charlotte","Nightlife"," Jazz & Blues"," Cajun/Creole"," Arts & Entertainment","NC",3.92808219178082
"341","Cajun Yard Dog, Arboretum","Charlotte","Cajun/Creole"," American (New)",NA,NA,"NC",4.00709219858156
"342","Calabria's","Pittsburgh","American (Traditional)"," "," Italian",NA,"PA",2.8
"343","Calabria's Italian Restaurant","Pittsburgh",""," Pizza"," Italian",NA,"PA",2.33333333333333
"344","Calabria Italian Kitchen","Phoenix",""," Sandwiches"," Italian",NA,"AZ",3.86486486486486
"345","California Pizza Kitchen","Phoenix","American (Traditional)"," Pizza",NA,NA,"AZ",3.43410852713178
"346","Callahan's Sports Pub","Madison","Bars"," "," American (Traditional)"," Sports Bars, Nightlife","WI",2.5
"347","Campiti's Don Pizzeria","Pittsburgh","Pizza",NA,NA,NA,"PA",3.48148148148148
"348","Campus Deli","Pittsburgh","Delis",NA,NA,NA,"PA",3.21428571428571
"349","Canton Dragon","Phoenix","Chinese",NA,NA,NA,"AZ",3.95652173913043
"350","Canton Wong","Phoenix","Chinese",NA,NA,NA,"AZ",2.45454545454545
"351","Canton Wong #2","Phoenix","Chinese",NA,NA,NA,"AZ",2
"352","Canton Wong #8","Phoenix","Chinese",NA,NA,NA,"AZ",3.38235294117647
"353","Canyon Cafe","Phoenix","Cafes"," Mexican"," Tex-Mex",NA,"AZ",3.65957446808511
"354","Capitol Chophouse","Madison","Party & Event Planning"," Steakhouses"," Event Planning & Services"," Venues & Event Spaces","WI",3.39622641509434
"355","Cappy's Cafe","Pittsburgh","Bars"," American (Traditional)"," Nightlife",NA,"PA",3.09090909090909
"356","Capriotti's Sandwich Shop","Phoenix","Sandwiches",NA,NA,NA,"AZ",3.93839835728953
"357","Captain's","Apache Junction","Nightlife",NA,NA,NA,"AZ",3.8
"358","Captain's Galley Seafood","Matthews","Seafood",NA,NA,NA,"NC",3.41666666666667
"359","Captain Bill's Subs","Phoenix","Sandwiches",NA,NA,NA,"AZ",3.82716049382716
"360","Captain D's","Pineville","",NA,NA,NA,"NC",2.83333333333333
"361","Captain Steve's","Fort Mill","Seafood",NA,NA,NA,"SC",3.83516483516484
"362","Caramba Fresh Mexican Food","Glendale","Mexican",NA,NA,NA,"AZ",3.63265306122449
"363","Carbajal's Mexican Food","Mesa","Mexican",NA,NA,NA,"AZ",3.11111111111111
"364","Carhops Sub Shop","Pittsburgh","Sandwiches",NA,NA,NA,"PA",4.6
"365","Carl's Jr","Phoenix","",NA,NA,NA,"AZ",2.76470588235294
"366","Carl's Jr 7081","Phoenix","",NA,NA,NA,"AZ",2.14285714285714
"367","Carl's Jr 7091","Phoenix","American (New)",NA,NA,NA,"AZ",2.75
"368","Carl's Jr 7627","Glendale","Fast Food",NA,NA,NA,"AZ",3.4
"369","Carl's Jr Restaurants","North Las Vegas","Burgers"," Fast Food",NA,NA,"NV",2.75
"370","Carl's Jr.","Mesa","Fast Food",NA,NA,NA,"AZ",2.2962962962963
"371","Carlos O'Brien's","Phoenix","Mexican",NA,NA,NA,"AZ",3.42857142857143
"372","Carlsbad Tavern","Scottsdale","Nightlife"," Breakfast & Brunch"," Mexican"," Bars","AZ",3.74015748031496
"373","Carmine's","Henderson","Italian"," Pizza",NA,NA,"NV",3.17543859649123
"374","Carmon's Restaurant","Champaign","Creperies"," French",NA,NA,"IL",3.88636363636364
"375","Carolina's Mexican Food","Phoenix","Mexican",NA,NA,NA,"AZ",4.00980392156863
"376","Carolina Family Restaurant","Charlotte","Diners",NA,NA,NA,"NC",4.07142857142857
"377","Carolina Soda Shoppe","Charlotte","American (Traditional)",NA,NA,NA,"NC",3.6
"378","Carpe Diem","Charlotte","American (New)",NA,NA,NA,"NC",4.31481481481481
"379","Carrabba's","Chandler","Seafood"," "," Italian",NA,"AZ",3.32291666666667
"380","Carrabba's Italian Grill","Mesa","Seafood"," "," Italian",NA,"AZ",3.76884422110553
"381","Carson Street Deli & Craft Beer Bar","Pittsburgh","Nightlife"," Sandwiches"," Delis"," Bars","PA",4.31578947368421
"382","Carvers Steakhouse","Glendale","American (Traditional)"," Steakhouses",NA,NA,"AZ",3
"383","Cary's Pizza","Wickenburg","Pizza",NA,NA,NA,"AZ",4
"384","Casa Bianca","Madison","Pizza",NA,NA,NA,"WI",4.5
"385","Casa de Lara","Madison","Mexican",NA,NA,NA,"WI",3.34375
"386","Casa De Lara","Fitchburg","Mexican",NA,NA,NA,"WI",4
"387","Casa Del Sole Pizza","Aspinwall","Pizza",NA,NA,NA,"PA",3.75
"388","Casa Mia","Scottsdale",""," Italian",NA,NA,"AZ",3.76470588235294
"389","Casa Palomino Mexican Resturant","Coolidge","Mexican",NA,NA,NA,"AZ",3.71428571428571
"390","Casa Reynoso","Chandler","Mexican",NA,NA,NA,"AZ",3.76506024096386
"391","Casbah","Pittsburgh","Bars"," Mediterranean"," Wine Bars"," Nightlife, , Diners","PA",4.03347280334728
"392","Casbah Restaurant","Madison","Middle Eastern"," Mediterranean"," Moroccan",NA,"WI",3.35714285714286
"393","Casella's Italian Delicatessen","Scottsdale","Delis"," Italian"," Sandwiches",NA,"AZ",4.53424657534247
"394","Casey's Carry Out Pizza","Urbana","Pizza",NA,NA,NA,"IL",3.33333333333333
"395","Casey's General Store","De Forest","Gas & Service Stations"," Food"," Automotive"," Convenience Stores, , Pizza","WI",5
"396","Casey Jones Grill","Phoenix","Bars"," American (Traditional)"," Pubs"," Nightlife, Sports Bars","AZ",3.55238095238095
"397","Caspian Cafe & Catering","Madison","Persian/Iranian",NA,NA,NA,"WI",4
"398","Castle Place","Pittsburgh","Chinese",NA,NA,NA,"PA",4
"399","Catawba Fountain & Grill","Belmont","American (Traditional)"," Barbeque",NA,NA,"NC",3.5
"400","Cathay House Restaurant","Las Vegas","Asian Fusion"," Cantonese"," Dim Sum"," Chinese","NV",3.09478672985782
"401","Cc's Cafe","Sharpsburg",""," Italian",NA,NA,"PA",4.11111111111111
"402","Cedar Land","Charlotte","Food"," Ethnic Food"," Specialty Food"," Greek, Middle Eastern","NC",3.89473684210526
"403","Central Cafe","Phoenix","Cafes",NA,NA,NA,"AZ",4.11111111111111
"404","Cervantes Restaurant","Tempe","Mexican",NA,NA,NA,"AZ",2.68421052631579
"405","Cestone's Pizza","Mount Washington","Pizza",NA,NA,NA,"PA",3.72727272727273
"406","Chai Tip's Thai and Chinese","North Las Vegas","Chinese",NA,NA,NA,"NV",3.73684210526316
"407","Champions","Charlotte","Burgers"," Bars"," "," Sports Bars, Nightlife","NC",2.3448275862069
"408","Chan An Restaurant","Pittsburgh","Chinese",NA,NA,NA,"PA",4.13333333333333
"409","Chances","Scottsdale","Bars"," American (Traditional)"," Nightlife"," Dance Clubs","AZ",2.85714285714286
"410","Chang Jiang","Sun Prairie","Chinese",NA,NA,NA,"WI",3.03448275862069
"411","Chang Jiang Chinese Kitchen","De Forest","Chinese",NA,NA,NA,"WI",3.75
"412","Chang Jiang Chinese Restaurant","Madison","Chinese",NA,NA,NA,"WI",3.33333333333333
"413","Chang Jiang Restaurant","Madison","Chinese",NA,NA,NA,"WI",3.23076923076923
"414","Chapala's Mexican Restaurant","Las Vegas","Mexican",NA,NA,NA,"NV",2.88235294117647
"415","Chaparral Homemade Ice Cream","Wickenburg","Food"," Ice Cream & Frozen Yogurt"," Coffee & Tea"," Sandwiches","AZ",4.41935483870968
"416","Charleston's","Mesa","Steakhouses"," American (Traditional)",NA,NA,"AZ",3.98084291187739
"417","Charley's Grilled Sub","Phoenix","Sandwiches",NA,NA,NA,"AZ",3.625
"418","Charley's Grilled Subs","Madison","Sandwiches",NA,NA,NA,"WI",2.95238095238095
"419","Charley's Steak House","Wickenburg","Steakhouses",NA,NA,NA,"AZ",2.16666666666667
"420","Charley's Steakery","Mesa","Fast Food"," Sandwiches",NA,NA,"AZ",3
"421","Charlie's Down Under","Las Vegas","Bars"," American (Traditional)"," Nightlife",NA,"NV",3.54285714285714
"422","Charlotte Cafe","Charlotte","Breakfast & Brunch"," American (Traditional)"," Southern",NA,"NC",2.875
"423","Chart House","Scottsdale","Seafood"," Steakhouses",NA,NA,"AZ",3.08080808080808
"424","Chase's Diner","Chandler","Breakfast & Brunch"," Diners",NA,NA,"AZ",3.93478260869565
"425","Chautara Restaurant","Madison","Himalayan/Nepalese",NA,NA,NA,"WI",3.66
"426","Chaya Japanese Cuisine","Pittsburgh","Sushi Bars"," Japanese",NA,NA,"PA",3.83006535947712
"427","Cheba Hut","Mesa","Sandwiches",NA,NA,NA,"AZ",4.00892857142857
"428","Cheese 'n Stuff","Phoenix","Cheese Shops"," Food"," Specialty Food"," Delis, Sandwiches","AZ",4.39189189189189
"429","Cheeseburger in Paradise","Middleton","Burgers"," American (Traditional)",NA,NA,"WI",2.33333333333333
"430","Chen's Garden","Fountain Hills","Chinese",NA,NA,NA,"AZ",2.90909090909091
"431","Chen-Fu Fast Chinese Food","Matthews","Chinese",NA,NA,NA,"NC",3.83333333333333
"432","Chen & Wok","Phoenix","Thai"," Chinese",NA,NA,"AZ",3.54166666666667
"433","Chen Wok Express","Phoenix","Chinese",NA,NA,NA,"AZ",3.1875
"434","Cheng's Express","Las Vegas","Chinese",NA,NA,NA,"NV",2.48
"435","Chens Chinese Food","Chandler","Chinese",NA,NA,NA,"AZ",3.25
"436","Chens Chinese Restaurant","Mesa","Chinese",NA,NA,NA,"AZ",3.2
"437","Cherry Blossom Chinese Restaurant","Charlotte","Food"," Ethnic Food"," Specialty Food"," Chinese","NC",2.17241379310345
"438","Cherryblossom Noodle Cafe","Phoenix","Asian Fusion"," Italian"," Japanese",NA,"AZ",3.97916666666667
"439","Cherubs Craft and Coffee Shop","Belmont","Cafes",NA,NA,NA,"NC",4.8
"440","Cheuvront","Phoenix","Wine Bars"," Bars"," American (New)"," Nightlife","AZ",3.64444444444444
"441","Chevys Fresh Mex","Champaign","Bars"," Mexican"," Nightlife",NA,"IL",3.37894736842105
"442","Chevys Fresh Mex Restaurant","Phoenix","Mexican",NA,NA,NA,"AZ",2.57142857142857
"443","Chi Thai","Charlotte","Thai",NA,NA,NA,"NC",3.66666666666667
"444","Chia Best Chinese Restaurant","Matthews","Chinese",NA,NA,NA,"NC",2.55555555555556
"445","Chianti Cafe","Las Vegas","Wine Bars"," Bars"," "," Nightlife, Italian","NV",3.33333333333333
"446","Chicago Hamburger Co","Phoenix","Burgers"," Hot Dogs",NA,NA,"AZ",4.08370044052863
"447","Chick-fil-A","Charlotte","Fast Food",NA,NA,NA,"NC",3.97272727272727
"448","Chicken Box Cafe","Charlotte","Soul Food"," Southern",NA,NA,"NC",4
"449","Chicken King","Charlotte","",NA,NA,NA,"NC",3.5
"450","Chicken King Restaurant","Charlotte","American (Traditional)",NA,NA,NA,"NC",1.66666666666667
"451","Chicken Noodle Cafe","Wickenburg","",NA,NA,NA,"AZ",3
"452","Chicks Restaurant","Charlotte","American (Traditional)",NA,NA,NA,"NC",3.42857142857143
"453","Chico's Tacos","Phoenix","Mexican",NA,NA,NA,"AZ",3.11764705882353
"454","Chili's","Mesa","Bars"," "," Nightlife"," Tex-Mex","AZ",3.11538461538462
"455","Chili's Bar & Grill","Madison","Bars"," "," Nightlife"," Tex-Mex","WI",3.11111111111111
"456","Chili's Grill & Bar","Charlotte","Bars"," "," Nightlife"," Tex-Mex","NC",2.95726495726496
"457","Chili's Grill & Bar Catering","Phoenix","American (Traditional)",NA,NA,NA,"AZ",3.125
"458","Chili's Grill and Bar","Phoenix","Bars"," American (Traditional)"," Nightlife",NA,"AZ",2
"459","Chilly Palmers","Henderson","American (Traditional)",NA,NA,NA,"NV",3.14285714285714
"460","Chimera Golf Club","Henderson","Bars"," Golf"," Cafes"," Nightlife, Active Life, Sports Bars","NV",3.27027027027027
"461","Chin's Asia Fresh","Middleton","Chinese",NA,NA,NA,"WI",3.03846153846154
"462","Chin Chin","Charlotte","Chinese",NA,NA,NA,"NC",2.5
"463","China 7 Chinese Cuisine","Peoria","Chinese",NA,NA,NA,"AZ",3.60869565217391
"464","China a Go Go","Henderson","Chinese",NA,NA,NA,"NV",3.63265306122449
"465","China A Go Go","Henderson","Chinese",NA,NA,NA,"NV",3.30769230769231
"466","China Buffet","Pineville","Buffets"," Chinese",NA,NA,"NC",2.82142857142857
"467","China Chili","Phoenix","Chinese",NA,NA,NA,"AZ",3.86301369863014
"468","China China Restaurant","Mesa","Chinese",NA,NA,NA,"AZ",3.96428571428571
"469","China East","Fort Mill","Chinese",NA,NA,NA,"SC",3.6
"470","China Express","Mesa","Chinese",NA,NA,NA,"AZ",3.375
"471","China Express Chinese Restaurant","Pineville","Chinese",NA,NA,NA,"NC",3.54545454545455
"472","China Farm Chinese Buffet","Tempe","Buffets"," Chinese",NA,NA,"AZ",2.875
"473","China Fun","Charlotte","Chinese",NA,NA,NA,"NC",3.64285714285714
"474","China Garden","Pittsburgh","Chinese",NA,NA,NA,"PA",3.47619047619048
"475","China Garden Restaurant","Phoenix","Buffets"," Chinese",NA,NA,"AZ",3.32
"476","China Gate","Pittsburgh","Chinese",NA,NA,NA,"PA",2.5625
"477","China Harvest Buffet","Phoenix","Buffets"," Chinese",NA,NA,"AZ",2.7
"478","China House","Pittsburgh","Chinese",NA,NA,NA,"PA",4
"479","China House II","Swissvale","Chinese",NA,NA,NA,"PA",3.5
"480","China II","Fort Mill","Chinese",NA,NA,NA,"SC",3.33333333333333
"481","China Inn","Madison","Chinese",NA,NA,NA,"WI",2.54545454545455
"482","China Jade","Charlotte","Chinese",NA,NA,NA,"NC",2.33333333333333
"483","China Joe's","Las Vegas","Chinese",NA,NA,NA,"NV",2.20689655172414
"484","China King","Charlotte","Chinese",NA,NA,NA,"NC",3.30769230769231
"485","China Lite","Scottsdale","Korean"," Thai"," Chinese",NA,"AZ",3.54545454545455
"486","China Olive","Las Vegas","Chinese",NA,NA,NA,"NV",1.81818181818182
"487","China One West","Madison","Chinese",NA,NA,NA,"WI",2.5
"488","China Palace","Pittsburgh","Chinese",NA,NA,NA,"PA",2.9468085106383
"489","China Panda Buffet","Mesa","Chinese",NA,NA,NA,"AZ",2.66666666666667
"490","China Pantry","Las Vegas","Chinese",NA,NA,NA,"NV",2.14285714285714
"491","China Pearl Chinese Restaurant","Gilbert","Chinese",NA,NA,NA,"AZ",3.76470588235294
"492","China Queen Buffett","Charlotte","Chinese",NA,NA,NA,"NC",2
"493","China Rainbow","Glendale","Chinese",NA,NA,NA,"AZ",3.65
"494","China Restaurant","Phoenix","Chinese",NA,NA,NA,"AZ",3.9
"495","China Sea Chinese Restaurant","Bellevue","Chinese",NA,NA,NA,"PA",3
"496","China Star","Henderson","Chinese",NA,NA,NA,"NV",2.58974358974359
"497","China Super Buffet","Phoenix","Chinese",NA,NA,NA,"AZ",3.5
"498","China Taste","Pittsburgh","Chinese",NA,NA,NA,"PA",4.16666666666667
"499","China Tea Room","Charlotte","Chinese",NA,NA,NA,"NC",3.42857142857143
"500","China Town","Charlotte","Chinese",NA,NA,NA,"NC",3.5
"501","China Village","Pittsburgh","Chinese",NA,NA,NA,"PA",4.13953488372093
"502","China Way Restaurant","Chandler","Chinese",NA,NA,NA,"AZ",3.77049180327869
"503","China Wing","Charlotte","Korean"," Chinese",NA,NA,"NC",3.74
"504","China Wok","Madison","Chinese",NA,NA,NA,"WI",3.40909090909091
"505","China Wok Buffet","Middleton","Chinese",NA,NA,NA,"WI",2.69230769230769
"506","China Wok Chinese Restaurant","Waunakee","Chinese",NA,NA,NA,"WI",3.33333333333333
