"","name","city","attributes","stars"," Accepts Credit Cards"," Ambience: romantic"," Attire"," background_music"," breakfast"," brunch"," BYOB"," casual"," Caters"," classy"," Coat Check"," Delivery"," dinner"," divey"," Good For Dancing"," Good For Groups"," Good for Kids"," Good For: dessert"," Happy Hour"," Has TV"," hipster"," intimate"," jukebox"," karaoke"," latenight"," live"," lot"," lunch"," Music: dj"," Noise Level"," Outdoor Seating"," Parking: garage"," Price Range"," Smoking"," street"," Take-out"," Takes Reservations"," touristy"," trendy"," upscale"," valet"," validated"," video"," Waiter Service"," Wheelchair Accessible"," Wi-Fi"
"35","AJ's Mongolian BBQ","Phoenix","Alcohol: none, Open 24 Hours: False, Noise Level: average, Has TV: True, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Good for Kids: True, Price Range: 1, Caters: False, Delivery: False, Accepts Credit Cards: True, BYOB/Corkage: no, Take-out: True, Wheelchair Accessible: True, Outdoor Seating: False, Takes Reservations: False, Waiter Service: False, Wi-Fi: free, Dietary Restrictions: dairy-free: False, gluten-free: False, vegan: False, kosher: False, halal: False, soy-free: False, vegetarian: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True",3.08695652173913,"True","False","casual",NA,"False","False",NA,"True","False","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","False","False","1",NA,"False","True","False","False","False","False","False","False",NA,"False","True","free"
"36","Ajo Al's","Scottsdale","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.41304347826087,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"37","Ajo Al's Mexican Cafe","Phoenix","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Attire: casual, Good For Groups: True, Delivery: False, Order at Counter: False, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.41921397379913,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"average","True","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True","no"
"38","Akropolis Cafe","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: True, Caters: True, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: True, dinner: False, breakfast: False, brunch: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: none, Wheelchair Accessible: True",2.66666666666667,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","False","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","True",NA,"quiet","True","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","free"
"39","Akropolis Cafe At Arboretum","Charlotte","Take-out: True, Accepts Credit Cards: True, Price Range: 1, Outdoor Seating: True, Caters: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: True, dinner: False, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: True, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",2.95,"True","False","casual",NA,"False","False",NA,"False","False","False",NA,"False","False","True",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","True",NA,"average","True","False","1",NA,"False",NA,"False","False","False","False","False","False",NA,"True","True","no"
"40","Al's Chicago Style Hot Dogs","Gilbert","Take-out: True, Price Range: 2, Alcohol: none, Takes Reservations: False, Delivery: False, Good For: dessert: False, latenight: False, lunch: False, dinner: False, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Attire: casual, Waiter Service: False, Accepts Credit Cards: True, Good for Kids: True, Wheelchair Accessible: True",4,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,"False","False",NA,NA,NA,"True","False",NA,NA,NA,NA,NA,NA,"False",NA,"True","False",NA,NA,NA,"False","2",NA,"False",NA,"False",NA,NA,NA,"False","False",NA,"False","True",NA
"41","Aladdin's Eatery- Pittsburgh- Squirrel Hill","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: False, Caters: True, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Attire: casual, Good For Groups: True, Delivery: False, Dogs Allowed: False, Order at Counter: False, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, brunch: False, breakfast: False, Takes Reservations: False, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Waiter Service: True, Wi-Fi: no, Good for Kids: True, Alcohol: beer_and_wine, Wheelchair Accessible: True",3.95762711864407,"True","False","casual",NA,"False","False",NA,"True","True","False",NA,"False","True","False",NA,"True","True","False",NA,"False","False","False",NA,NA,"False",NA,"False","False",NA,"average","False","False","2",NA,"True",NA,"False","False","False","False","False","False",NA,"True","True","no"
"42","Aladdin's Kitchen","Scottsdale","Take-out: True, Price Range: 2, Outdoor Seating: False, Takes Reservations: False, Delivery: False, Good For: dessert: False, latenight: False, lunch: True, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: False, valet: False, Attire: casual, Waiter Service: False, Accepts Credit Cards: True, Good for Kids: True, Good For Groups: True, Wheelchair Accessible: True",4.53846153846154,"True",NA,"casual",NA,"False","False",NA,NA,NA,NA,NA,"False","True",NA,NA,"True","True","False",NA,NA,NA,NA,NA,NA,"False",NA,"False","True",NA,NA,"False","False","2",NA,"False",NA,"False",NA,NA,NA,"False","False",NA,"False","True",NA
"43","Alessia's Ristorante Italiano","Mesa","Delivery: False, Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: False, Noise Level: quiet, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Alcohol: beer_and_wine, Good For Groups: True, BYOB: False, Attire: casual, Has TV: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: True, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: no, Good for Kids: True, BYOB/Corkage: no, Wheelchair Accessible: True",4.29012345679012,"True","False","casual",NA,"False","False","False","False","False","False",NA,NA,"True","False",NA,"True","True","False",NA,"False","False","True",NA,NA,"False",NA,"True","False",NA,"quiet","True","False","2",NA,"False","True","True","False","False","False","False","False",NA,"True","True","no"
"44","Alexander's Italian Bistro","Pittsburgh","Take-out: True, Accepts Credit Cards: True, Price Range: 2, Outdoor Seating: True, Caters: True, Noise Level: average, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Good For Groups: True, Dogs Allowed: True, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: True, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Wi-Fi: free, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.57352941176471,"True","False","casual",NA,"False","False",NA,"False","True","False",NA,NA,"True","False",NA,"True","True","False",NA,"True","False","True",NA,NA,"False",NA,"False","False",NA,"average","True","False","2",NA,"True",NA,"True","False","False","False","False","False",NA,"True","True","free"
"45","Alexander's Steakhouse","Champaign","Take-out: True, Price Range: 2, Outdoor Seating: False, Noise Level: average, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Good For Groups: True, Delivery: False, Attire: casual, Has TV: True, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Takes Reservations: True, Ambience: romantic: False, intimate: False, classy: False, hipster: False, divey: False, touristy: False, trendy: False, upscale: False, casual: False, Waiter Service: True, Accepts Credit Cards: True, Good for Kids: True, Alcohol: full_bar, Wheelchair Accessible: True",3.1219512195122,"True","False","casual",NA,"False","False",NA,"False",NA,"False",NA,"False","True","False",NA,"True","True","False",NA,"True","False","False",NA,NA,"False",NA,"True","False",NA,"average","False","False","2",NA,"False",NA,"True","False","False","False","False","False",NA,"True","True",NA
"46","Alexander Michael's","Charlotte","Alcohol: full_bar, Noise Level: average, Music: dj: False, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Good for Kids: False, Price Range: 2, Good For Dancing: False, Delivery: False, Dogs Allowed: False, Coat Check: False, Smoking: no, Accepts Credit Cards: True, Take-out: True, Happy Hour: False, Wheelchair Accessible: False, Outdoor Seating: False, Takes Reservations: False, Waiter Service: True, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: True, validated: False, lot: False, valet: False, Has TV: True, Good For Groups: True",4.28934010152284,"True","False","casual",NA,"False","False",NA,"True","False","False","False","False","True","False","False","True","False","False","False","True","False","False",NA,NA,"False",NA,"False","False","False","average","False","False","2","no","True","True","False","False","False","False","False","False",NA,"True","False","free"
"47","Alexion's Bar & Grill","Carnegie","Alcohol: full_bar, Noise Level: loud, Music: dj: False, Attire: casual, Ambience: romantic: False, intimate: False, touristy: False, hipster: False, divey: False, classy: False, trendy: False, upscale: False, casual: True, Good for Kids: False, Price Range: 1, Good For Dancing: True, Delivery: False, Coat Check: False, Smoking: outdoor, Accepts Credit Cards: True, Take-out: True, Happy Hour: True, Outdoor Seating: True, Takes Reservations: False, Waiter Service: True, Wi-Fi: free, Caters: False, Good For: dessert: False, latenight: False, lunch: False, dinner: True, breakfast: False, brunch: False, Parking: garage: False, street: False, validated: False, lot: True, valet: False, Has TV: True, Good For Groups: True",3.94117647058824,"True","False","casual",NA,"False","False",NA,"True","False","False","False","False","True","False","True","True","False","False","True","True","False","False",NA,NA,"False",NA,"True","False","False","loud","True","False","1","outdoor","False","True","False","False","False","False","False","False",NA,"True",NA,"free"
